tokens,labels
to,1
de,1
slop,0
a,1
unlted,0
posltlon,0
on,1
ursc.,0
In,1
ge,0
eral,0
there,1
15,1
a,1
strong,1
consensus,1
for,1
c-ntlnued,0
tax,1
1ncent1ves,0
for,1
u.S.,1
exports,1
at,1
least,1
equal,1
to,1
ursc.,0
Since,1
there,1
15,1
currently,1
no,1
leglslatlon,0
whlch,0
has,1
Admlnlstratlon,0
"support,",1
the,1
busmess,0
commu,0
1ty,0
has,1
malntalned,0
unlty,0
through,1
adherence,1
to,1
common,1
prlnclples,0
m,1
be,1
1nclued,0
1n,0
amendatory,1
leglslatlon.,0
cm,0
h.s,0
been,1
actlve,0
1n,0
the,1
effort,1
of,1
busmess,0
and,1
allled,0
trade,1
representai,0
tlves,0
to,1
malntaln,0
an,1
effectlve,0
tax,1
program,1
for,1
exports.,1
Our,1
Tax,1
Pollcy,0
Commlttee,1
has,1
r-Vlewed,0
and,1
reartlculated,0
our,1
posltlon,0
on,1
ursc,0
so,1
that,1
our,1
spokesmen,1
can,1
contl,0
us,1
to,1
partlclpate,0
1n,0
the,1
dlalogue,0
on,1
thls,0
cruclal,0
issue.,1
ENERG,0
:,1
cous-,0
SSIDNAL,0
"""QUICK",1
"nx""",0
swam,0
0N,0
NATURAL,1
GAS,1
mums,0
A,1
5e,0
es,1
of,1
mu:,0
have,1
been,1
1ntroduced,0
durlng,0
the,1
postielectlon,0
sesslon,0
that,1
ould,0
essentlally,0
freeze,1
the,1
wellhead,1
prices,1
of,1
natural,1
gas,1
and,1
extend,1
price,1
controls.,1
Leglslatlon,0
proposed,1
1n,0
both,1
Houses,1
would,1
also,1
provlde,0
55515,0
ance,1
to,1
the,1
elderly,1
and,1
those,1
on,1
flxed,0
or,1
low,1
1ncome,0
who,1
are,1
adversely,1
unpa,0
ed,1
by,1
1ncreased,0
natural,1
gas,1
prlces.,0
Some,1
leglslatlve,0
proposals,1
further,1
abroated,0
exlstlng,0
contracts,1
by,1
calllng,0
for,1
the,1
renegotlatlon,0
of,1
certaln,0
prov,0
slons,0
or,1
alterlng,0
of,1
the,1
price,1
escalator,1
clauses.,1
Propnents,0
of,1
accelerated,1
and,1
complete,1
deregulatlon,0
of,1
natural,1
gas,1
are,1
now,1
aced,0
Hlth,0
rairegulatlon,0
pressures.,1
Varlous,0
cltlzen,0
and,1
labor,1
groups,1
are,1
suggstlng,0
that,1
natural,1
gas,1
decontrol,1
15,1
a,1
matter,1
of,1
"""heatlng",0
or,1
"eatlng,""",0
and,1
that,1
rhetorlc,0
15,1
belng,0
taken,1
up,1
by,1
a,1
number,1
of,1
Congresslonal,0
Members.,1
"""Dea",0
"Collague""",0
letters,1
are,1
belng,0
"clrculated,",0
and,1
a,1
concerted,1
effort,1
1:,1
belng,0
made,1
to,1
a,1
tach,0
language,1
that,1
would,1
freeze,1
gas,1
prices,1
to,1
Either,0
the,1
hlghway/gasollne,0
excle,0
tax,1
measure,1
or,1
a,1
contlnulng,0
resolutlon,0
for,1
approprlatlons.,0
The,1
.enate,0
Flnance,0
Commlttee,1
has,1
been,1
the,1
forum,1
for,1
a,1
good,1
deal,1
of,1
the,1
deb;,0
e,1
on,1
whether,1
the,1
hlghway,0
tax,1
should,1
be,1
amended,1
to,1
1nclude,0
a,1
natural,1
gas,1
prl,0
-,1
freeze.,1
The,1
House,1
has,1
already,1
passed,1
a,1
dlfferent,0
Verslon,0
of,1
a,1
hlghway,0
gas-,0
1ne,0
exclse,0
tax,1
to,1
1ncrease,0
jobs.,1
Senate,1
floor,1
actlon,0
on,1
the,1
hlghway,0
tax,1
1:,1
expected,1
to,1
begln,0
December,1
13,1
or,1
"14,",1
and,1
that,1
mu,0
could,1
be,1
the,1
target,1
of,1
.,1
natural,1
gas,1
control,1
floor,1
amendment.,1
Senator,1
Thomas,1
F.,1
Eagleton,1
(Drum,0
15,1
-pearhead1ng,0
the,1
drlve.,0
The,1
Admlnlstratlon,0
has,1
not,1
taken,1
a,1
Vlslbly,0
actlve,0
rol,0
1n,0
opposltlon,0
to,1
the,1
Varlous,0
leglslatlve,0
proposals,1
that,1
would,1
reregulate,1
gas,1
on,1
an,1
interim,1
basls.,0
but,1
a,1
Presldentlal,0
Veto,0
could,1
occur,1
15,1
a,1
hlghway,0
tax,1
ml,0
passes,1
that,1
15,1
loaded,1
down,1
mm,0
"""negatlve""",0
amendments.,1
Sevral,0
key,1
members,1
of,1
the,1
Senate,1
Energy,1
and,1
Natural,1
Resources,1
Commlttee,1
hav,1
expressed,1
opposltlon,0
on,1
jurlsdlctlonal,0
and,1
procedural,1
grounds,1
to,1
any,1
"""qu",0
ck,0
61x...,0
approach,1
to,1
the,1
complex,1
issue,1
of,1
natural,1
gas,1
pricing.,1
A,1
hearlng,0
on,1
endlng,0
leglslatlon,0
has,1
been,1
scheduled,1
for,1
December,1
13,1
1n,0
that,1
"Commlttee,",0
but,1
the,1
llmlted,0
Hltness,0
115:,0
15,1
heavlly,0
welghted,0
mm,0
Senators,1
and,1
groups,1
tha,1
advocate,1
a,1
gas,1
price,1
freeze.,1
c,1
A,1
039040,0
on,1
he,1
House,1
"51dE,",0
a,1
hearlng,0
has,1
been,1
scheduled,1
for,1
December,1
15,1
1n,0
the,1
170-511,0
and,1
Synthetlc,0
Fuels,1
Subcommlttee,0
of,1
the,1
House,1
Energy,1
and,1
Commerce,1
Co,1
mlttee.,0
Only,1
Members,1
have,1
been,1
1nv1ted,0
to,1
testlfy.,0
Full,1
Commlttee,1
c,1
1rman,0
John,1
D.,1
mngen,0
(DrMIrlay,0
and,1
Subcommlttee,0
Chalrman,0
thp,1
R.,1
sharp,1
(171N710),0
have,1
generally,1
1nd1cated,0
that,1
a,1
"""qulck",0
"51x""",0
approach,1
15,1
not,1
approi,0
p,1
late,1
and,1
that,1
the,1
Federal,1
Energy,1
Regulatory,1
Commlsslon,0
should,1
deal,1
Hlth,0
atural,0
gas,1
lssues,0
1n,0
the,1
shortitem.,0
offer,1
asslstance,0
to,1
members,1
wlthout,0
communlcatlons,0
staff.,1
0,1
A,1
CAER,1
newsletter,1
to,1
exchange,1
1nformatlon,0
about,1
how,1
companles,0
are,1
1mplement1ng,0
the,1
program,1
15,1
bemg,0
dlstrlbuted.,0
o,1
A,1
speclal,0
reglonal,0
communlcatlons,0
grant,1
has,1
been,1
made,1
to,1
the,1
New,1
Jersey,1
Chemlcal,0
Industry,1
Councll,0
to,1
develop,1
a,1
model,1
communlty,0
awareness,1
program.,1
111.,1
DEPARTMENTAL,1
woman,0
moms,0
Offlce,0
off,1
the,1
Presldent,0
Internatlonal,0
Affaerralnlng,0
1n,0
Developlng,0
Countrles.,0
The,1
World,1
Envlronment,0
Center,1
wmcy.,0
under,1
flnanclal,0
support,1
from,1
the,1
v.5.,0
Agency,1
for,1
Internatlonal,0
Development,1
"(AID),",1
has,1
recently,1
completed,1
the,1
flrst,0
of,1
a,1
number,1
of,1
country,1
Visits,0
almed,0
at,1
unprovlng,0
the,1
"health,",1
"envlronment,",0
and,1
safety,1
of,1
people,1
1n,0
1ndustrlal,0
facilities.,1
The,1
unlt,0
whlch,0
wm,0
sent,1
to,1
Tunlsla,0
1ncluded,0
a,1
representatlve,0
from,1
The,1
Dow,1
Chemlcal,0
Company,1
and,1
one,1
from,1
"Tenneco,",1
Inc.,1
The,1
team,1
submltted,0
a,1
115:,0
of,1
correctlve,0
actlons,0
whlch,0
would,1
greatly,1
1mprove,0
the,1
envlronmental,1
safety,1
and,1
health,1
standards,1
of,1
the,1
plants,1
they,1
Visited.,0
A,1
second,1
"group,",1
whlch,0
Hill,1
1nclude,0
a,1
representatlve,0
from,1
Dccldental,0
Chemlcal,0
"Corporatlon,",0
1:,1
scheduled,1
to,1
go,1
to,1
Indla,0
later,1
1n,0
the,1
month.,1
That,1
Will,1
be,1
followed,1
by,1
Visits,0
to,1
Jordan,1
and,1
other,1
developmg,0
mddle,0
eastern,1
natlons,0
that,1
have,1
requested,1
asslstance.,0
"Addltlonally,",0
AID,1
has,1
1nd1cated,0
wllllngness,0
to,1
pay,1
for,1
translatlon,0
of,1
the,1
CAER,1
Handbook,1
1nto,0
Arable,0
and,1
French.,1
WE:,0
people,1
and,1
AID,1
offlclals,0
are,1
extremely,1
compllmentary,0
about,1
the,1
CARR,0
Handbook,1
and,1
are,1
anxlous,0
to,1
begln,0
the,1
translatlon.,0
Assoclatlon,0
Liaison,1
The,1
Councll,0
of,1
Chemlcal,0
Assoclatlons,0
met,1
on,1
July,1
17,1
and,1
dlscussed,0
"Superfund,",1
"rlghtitoiknow,",0
"CARR,",0
toxlc,0
"air,",1
state,1
leglslatlve,0
initiatives,1
and,1
other,1
lssues.,0
The,1
next,1
meetlng,0
1:,1
Scheduled,0
for,1
September,1
13.,1
Member,1
Servlces,0
Plans,1
are,1
actlvely,0
underway,1
for,1
the,1
Flfth,0
Annual,1
Meetlng,0
of,1
State,1
Chemlcal,0
Drganlzatlons.,0
The,1
meetlng,0
Will,1
be,1
held,1
October,1
22724,0
at,1
the,1
wage,1
4n,0
CMA,1
039355,0
0,1
FEMA,1
15,1
dlscusslng,0
mandatory,1
emergency,1
response,1
preparedness,1
programs,1
for,1
areas,1
surroundlng,0
chemlcal,0
plants.,1
0,1
"EPA,",1
"OSHA,",1
and,1
mm,0
are,1
dlscusslng,0
the,1
need,1
for,1
natlonal,0
strategles,0
and,1
mandatory,1
standards,1
to,1
manage,1
hazardous,1
substances,1
77,1
too,1
often,1
they,1
allude,1
to,1
programs,1
that,1
parallel,1
those,1
regulatlng,0
the,1
nuclear,1
1ndustry.,1
"Press,",1
"Agency,",1
Professlonal,0
"Assoclatlon,",0
and,1
Congresslonal,0
spokespersons,1
are,1
castlng,0
a,1
dangerous,1
llluslon,0
that,1
our,1
200,1
year,1
old,1
chemlcal,0
1ndustry,0
15,1
decaylng,0
and,1
that,1
1:,1
15,1
just,1
beglnnlng,0
to,1
spring,1
leaks.,1
Th1:,0
llluslon,0
strlkes,0
at,1
the,1
heart,1
of,1
our,1
1ndustry's,0
lmage,0
as,1
a,1
"progresslVE,",0
hlgh,0
technology.,1
modem,1
1ndustry,0
leadlng,0
the,1
way,1
1nto,0
the,1
21::,0
century.,1
Offlce,0
of,1
General,1
Counsel,1
Conference,1
on,1
Insurance,1
and,1
the,1
Chemlcal,0
Industry.,1
on,1
August,1
"29,",1
"1935,",0
a,1
conference,1
was,1
held,1
for,1
cm,0
members,1
on,1
INSURANCE,1
AND,1
THE,1
CHEMICAL,1
INDUSTRY;,1
PROBLEMS,1
AND,1
PROSPECTS.,1
Drganlzed,0
by,1
the,1
Offlce,0
of,1
General,1
"Counsel,",1
the,1
conference,1
was,1
held,1
to,1
explore,1
problems,1
of,1
1n5urance,0
unavallablllty,0
and,1
posslble,0
solutlons.,0
Among,1
the,1
toplcs,0
dlscussed,0
1ncluded:,0
the,1
avaliablllty,0
of,1
1nsurance,0
today;,1
developments,1
1n,0
the,1
liability,1
arena;,1
congresslonal,0
and,1
EPA,1
perspectlves,0
on,1
1n5urance,0
"lssues,’",0
and,1
customlzed,0
"solutlons,",0
"pools,",1
captlves,0
and,1
other,1
arrangements.,1
Communlcatlons,0
CMA,1
Annual,1
Report.,1
The,1
199471935,0
report,1
has,1
been,1
completed,1
and,1
1:,1
1n,0
dlstrlbutlon.,0
As,1
has,1
been,1
practlce,0
for,1
the,1
past,1
two,1
years,1
the,1
report,1
presents,1
a,1
retrospectlve,0
and,1
prospectlve,0
Vlew,0
of,1
major,1
1ndustry,0
lssues.,0
Communlcatlons,0
Support,1
for,1
State,1
Leglslatlve,0
and,1
Regulatory,1
Actlvlty,0
o,1
A,1
new,1
manual,1
on,1
linking,1
advocacy,1
communlcatlon,0
technlques,0
to,1
state,1
leglslatlve,0
actlvlty,0
has,1
been,1
prepared,1
and,1
dlstrlbuted,0
to,1
each,1
cm.,0
0,1
An,1
"59,000",0
seed,1
grant,1
has,1
been,1
made,1
to,1
the,1
Callfornla,0
cm,0
to,1
carry,1
out,1
a,1
project,1
targeted,1
at,1
thought,1
leaders,1
1n,0
Contra,1
Costa,1
County.,1
Page,1
42,1
CMA,1
039357,0
sxarm,0
a,1
Report,1
Internatlonal,0
m,1
the,1
Board,1
September,1
of,1
the,1
Affalrs,0
Group,1
of,1
Dlrectors,0
"10,",1
1995,1
By,1
Thomas,1
w.,1
"Mooney,",1
Vice,1
Chalman,0
EXECUTIVE,1
SUMMARY,1
the,1
last,1
flscal,0
year,1
brought,1
a,1
serles,0
of,1
remarkable,1
achlevements,0
for,1
the,1
me.,1
;n,1
addltlon,0
m,1
the,1
September,1
1994,0
meetlngs,0
Hlth,0
the,1
Japan,1
Chemlcal,0
Industry,1
Assoclatlon,0
1n,0
Tokyo,1
and,1
the,1
Australlan,0
Chemlcal,0
Industry,1
Councll,0
1n,0
"Canberra,",1
Australla.,0
the,1
ma,1
met,1
formally,1
for,1
the,1
flrst,0
tune,1
Hlth,0
members,1
of,1
the,1
Canadlan,0
chemlcal,0
Producers,1
Assoclatlon,0
1n,0
Toronto,1
1n,0
May,1
1935.,0
Durlng,0
thls,0
same,1
time,1
perlod.,0
dlscusslons,0
were,1
1n1tlated,0
mm,0
the,1
European,1
Councll,0
of,1
Chemlcal,0
Manufacturers',1
Federatlons,0
(CEFIC7,0
m,1
establlsh,0
an,1
1nternatlonal,0
worklng,0
party,1
of,1
experts,1
under,1
the,1
ausplces,0
of,1
the,1
Safety,1
of,1
Chemlcals,0
Commlttee,1
of,1
CEFIC,1
and,1
the,1
Internatlonal,0
Affalrs,0
Group,1
of,1
"CMA/SDCMA,",0
along,1
mm,0
the,1
Canadlan,0
Chemlcal,0
Producers,1
Assoclatlon.,0
m,1
establlsh,0
sclentlflc,0
crlterla,0
for,1
1dentlfy1ng,0
and,1
classlfylng,0
"carclnogens,",0
mutagens,1
and,1
teratogens.,1
The,1
group,1
met,1
flrst,0
1n,0
Aprll,0
1995,1
1n,0
Brussels,1
and,1
subsequently,1
1n,0
Washlngton,0
1n,0
"June,",1
to,1
produce,1
harmonlzed,0
crlterla,0
for,1
identifying,1
such,1
chronlc,0
hazards.,1
Prellmlnary,0
presentatlons,0
of,1
thls,0
trlpartlte,0
agreement,1
1n,0
1::,0
draft,1
form,1
were,1
glven,0
to,1
the,1
Sclence,0
Advlsory,0
soard,1
to,1
EPA,1
and,1
to,1
the,1
Offlce,0
of,1
Management,1
and,1
Budget.,1
Followlng,0
ratlflcatlon,0
hy,1
the,1
sponsorlng,0
"organlzatlons,",0
thls,0
document,1
will,1
be,1
presented,1
formally,1
to,1
the,1
respectlve,0
government,1
agencles.,0
The,1
ma,1
Hill,1
contlnue,0
to,1
work,1
Hlth,0
1::,0
"European,",1
"Canadlan,",0
and,1
Japanese,1
counterparts,1
to,1
brlng,0
about,1
a,1
better,1
understandlng,0
of,1
and,1
sclentlflc,0
consensus,1
on,1
unportant,0
future,1
"health,",1
"safety,",1
and,1
envlronmental,1
lssues.,0
CMA,1
039359,0
IAG's,1
Major,1
Accompllshments,0
1n,0
199471935,0
0,1
Joint,1
IAG/JCIA,1
Meetlng,0
on,1
September,1
24,1
and,1
25th,1
the,1
Internatlonal,0
Affalrs,0
Group,1
met,1
mm,0
representatlves,0
of,1
JCIA...3,0
Chemlcal,0
Safety,1
Control,1
Commlttee,1
(csccy,0
at,1
the,1
latter's,1
Tokyo,1
offlces.,0
For,1
ms,0
thls,0
was,1
the,1
second,1
of,1
three,1
such,1
meetlngs,0
thls,0
year,1
Hlth,0
chemlcal,0
1ndustry,0
trade,1
assoclatlons,0
of,1
other,1
countrles.,0
These,1
meetlngs,0
addressed,1
lssues,0
arising,1
from,1
th,1
laws,1
and,1
regulatlons,0
1ntended,0
to,1
reduce,1
chemlcal,0
rlsks,0
to,1
"health,",1
"safety,",1
and,1
the,1
envlronment.,0
ms,0
and,1
JCIA,1
had,1
earller,0
exchanged,1
dlscusslon,0
papers,1
on,1
each,1
issue.,1
These,1
1ncluded,0
current,1
status,1
and,1
proposed,1
changes,1
1n,0
TSCA,1
and,1
1n,0
Japan's,1
Chemlcal,0
Substance,1
Control,1
Law.,1
Chemlcal,0
"1nventor1ES,",0
testlng,0
of,1
new,1
and,1
exlstlng,0
"substances,",1
"labellng,",0
protectlon,0
of,1
confldentlal,0
"1nformat10n,",0
speclflc,0
chemlcal,0
1dent1ty,0
of,1
"substances,",1
and,1
lssues,0
1nvolv1ng,0
the,1
export,1
and,1
import,1
of,1
hazardous,1
"substances,",1
partlcularly,0
as,1
proposed,1
1n,0
the,1
man,1
Recommendatlon,0
and,1
WE?,0
Provlslonal,0
Notlflcatlon,0
Scheme.,0
were,1
also,1
toplcs,0
of,1
exchanges,1
between,1
the,1
two,1
groups.,1
U.S.*Japan,0
actlvltles,0
to,1
1mplement,0
0mm,0
recommendatlons,0
on,1
Good,1
Laboratory,1
Practlces,0
were,1
dlscussed.,0
The,1
effect,1
of,1
v.5.,0
rlghticoi,0
know,1
"laws,",1
as,1
these,1
1nteract,0
mm,0
labellng,0
and,1
confldentlallty,0
und,1
r,1
OSHA,1
and,1
"TSCA,",1
were,1
also,1
toplcs,0
of,1
dlscusslon.,0
The,1
meetlng,0
achleved,0
the,1
followlng:,0
agreed,1
to,1
1mplement,0
DECD...5,0
Good,1
Laboratory,1
"Practlces,",0
"1dent1£1ed,",0
dlfferences,0
between,1
JCIA,1
and,1
ms,0
1ntezpretatlons,0
of,1
draft,1
proposals,1
of,1
"""mm:",0
Guldes,0
to,1
Traders,1
and,1
Manufacturers“,0
1n,0
the,1
export,1
of,1
hazardous,1
substances.,1
JCIA,1
and,1
ms,0
agreed,1
to,1
work,1
together,1
to,1
resolve,1
these,1
dlfferences,0
Hithln,0
the,1
framework,1
of,1
oEcD's,0
Buslness,0
and,1
Industry,1
Advlsory,0
Councll.,0
0,1
Joint,1
IAG/ACIC,1
Meetlng,0
The,1
ma,1
met,1
1n,0
Canberra.,0
Australla.,0
on,1
September,1
27,1
and,1
"2a,",0
"1994,",0
mm,0
members,1
of,1
the,1
Australlan,0
Chemlcal,0
Industry,1
Councll,0
(ACIC).,1
Dlscusslons,0
were,1
focused,1
on,1
Australla's,0
proposed,1
law,1
to,1
1mplement,0
the,1
...Not1£1catlon,0
and,1
Assessment,1
Scheme,1
for,1
New,1
Chemlcals.‘,0
Representatlves,0
from,1
two,1
Australlan,0
State,1
"Governments,",1
Victoria,1
and,1
New,1
South,1
Wales.,0
also,1
partlclpated,0
1n,0
the,1
meetlngs.,0
The,1
Australlan,0
Government,1
has,1
announced,1
that,1
mandatory,1
natlonwlde,0
notlflcatlon,0
and,1
assessment,1
for,1
chemlcals,0
new,1
to,1
Australla,0
would,1
be,1
unplemented,0
by,1
July,1
1935.,0
The,1
scheme,1
15,1
patterned,1
on,1
the,1
EEC,1
5mm,0
Amendm,1
nt.,1
The,1
prospectlve,0
manufacturer/lmporter,0
of,1
a,1
new,1
chemlcal,0
15,1
requlred,0
t,1
provlde,0
1nfomatlon,0
Similar,1
to,1
that,1
speclfled,0
for,1
Premarket,1
Notlflcatlons,0
1n,0
EEC.,1
Durlng,0
the,1
course,1
of,1
the,1
meetlng,0
the,1
ma,1
delegatlon,0
mentloned,0
many,1
concerns,1
and,1
problems,1
mm,0
the,1
proposed,1
Australlan,0
leglslatlon.,0
As,1
a,1
threat,1
result,1
of,1
these,1
dlscussl,0
"ns,",1
the,1
Australlan,0
Government,1
has,1
agreed,1
to,1
serlously,0
revlew,0
and,1
modlfy,0
thelr,0
leglslatlve,0
"initiative,",1
and,1
the,1
unplementatlon,0
of,1
that,1
leglslatlon,0
has,1
been,1
slgnlflcantly,0
delayed.,1
CMA,1
039359,0
The,1
ACIC,1
and,1
ms,0
agreed,1
on,1
the,1
need,1
to,1
protect,1
confldentlallty,0
of,1
trade,1
secret,1
chemlcal,0
identities,1
of,1
substances.,1
and,1
the,1
group,1
agreed,1
to,1
revlew,0
unplementatlon,0
of,1
the,1
Prlnclples,0
of,1
Good,1
Laboratory,1
"Practlce,",0
worker,1
and,1
communlty,0
rlghtitoiknow,0
"laws,",1
and,1
the,1
exchange,1
of,1
1nformatlon,0
on,1
the,1
export,1
of,1
hazardous,1
substances.,1
0,1
Joint,1
IAG/CCPA,1
Meetlng,0
on,1
29,1
and,1
an,1
May,1
"1935,",0
the,1
ma,1
met,1
mm,0
the,1
Canadlan,0
Chemlcal,0
Producers,1
Assoclatlon,0
1n,0
Toronto.,0
Canada.,1
The,1
format,1
for,1
the,1
meetlng,0
was,1
that,1
of,1
a,1
regularly,1
scheduled,1
(:ch,0
"meetlng,",0
where,1
ms,0
1nv1ted,0
guests,1
were,1
asked,1
to,1
"comment,",1
where,1
approprlate.,0
The,1
dlscusslon,0
lasted,1
for,1
two,1
days,1
and,1
1ncluded:,0
a.,1
a,1
complete,1
presentatlon,0
of,1
the,1
Canadlan,0
Workplace,1
Hazardous,1
Materlals,0
Infomatlon,0
System,1
(warns),0
pollcy,0
framework,1
and,1
revlew,0
of,1
the,1
status,1
of,1
the,1
Unlted,0
States,1
Dccupatlonal,0
Safety,1
&,1
Health,1
Admlnlstratlon,0
1053A),0
"proposal,",1
b.,1
dlscusslon,0
of,1
rlsk,0
assessment,1
and,1
rlsk,0
management,1
leglslatlon.,0
c.,1
dlscusslons,0
of,1
testlng,0
and,1
notlflcatlon,0
as,1
they,1
appear,1
1n,0
the,1
Envlronmental,0
Contalnments,0
ACt,0
(1n,0
Canaday;,0
d.,1
export,1
notlflcatlon,0
from,1
both,1
the,1
Unlted,0
States,1
and,1
Canadlan,0
"perspectlves,",0
e.,1
regulatlon,0
of,1
substances,1
1n,0
"Canada,",1
5.,1
dlscusslon,0
of,1
the,1
DtAideveloped,0
cm:,0
and,1
Ncaxc,0
Programs,1
(how,1
the,1
cm:,0
and,1
NCSXC,1
programs,1
complement,1
those,1
now,1
belng,0
unplemented,0
1n,0
Canada):,0
and,1
g.,1
dlscusslon,0
of,1
the,1
Trlpartlte,0
(IAG/CEFIC/CCPA7,0
worklng,0
Group,1
on,1
Chronlc,0
Hazards.,1
x:,0
was,1
agreed,1
that,1
ms,0
and,1
1::,0
members,1
would,1
revlew,0
the,1
wHst,0
lngredlent,0
dlsclosure,0
"115:,",0
exchange,1
key,1
AXHC,1
documents,1
on,1
rlsk,0
"assessment,",1
keep,1
(1ch,0
advlsed,0
on,1
reauthorlzatlon,1
of,1
the,1
v.5.,0
Toxlc,0
Substances,1
Control,1
"Ash,",0
and,1
55515:,0
1n,0
obtalnlng,0
full,1
reclproclty,0
1n,0
the,1
n.,1
s.,1
for,1
Canadlan,0
Tm;,0
Segulatlons.,0
0,1
Joint,1
IAG/CEFIC/CCPA,1
Worklng,0
Group,1
on,1
Chronlc,0
Hazards,1
As,1
a,1
result,1
of,1
extenslve,0
dlscusslons,0
between,1
the,1
three,1
"organlze""",0
tlons.,0
1:,1
was,1
agreed,1
that,1
a,1
group,1
of,1
envlronmental,1
and,1
health,1
and,1
safety,1
experts,1
would,1
convene,1
1n,0
Aprll,0
1995,1
1n,0
Brussels,1
to,1
lay,1
out,1
a,1
set,1
of,1
common,1
deflnltlons,0
of,1
chronlc,0
hazards.,1
That,1
effort,1
produced,1
remarkably,1
good,1
agreement,1
and,1
the,1
flrst,0
of,1
1nternatlonal,0
stature,1
on,1
the,1
envlronmental,1
health,1
or,1
safety,1
lssues,0
1nvolved.,0
A,1
subsequent,1
meetlng,0
1n,0
June,1
1n,0
Washlngton,0
resolved,1
technlcal,0
dlfferences,0
Hithln,0
the,1
group,1
"and,",1
by,1
the,1
end,1
of,1
August,1
"1935,",0
the,1
Joint,1
IAG/CEPIC/CCPA,1
Trlpartlte,0
Agreement,1
should,1
be,1
ratlfled,0
by,1
the,1
sponsorlng,0
organur,0
tlons,0
and,1
be,1
ready,1
for,1
publlcatlon.,0
CMA,1
039370,0
Copies,1
of,1
thls,0
document,1
will,1
be,1
sent,1
to,1
Approprlate,0
v.5.,0
governmental,1
agencles,0
and,1
m.,1
the,1
Varlous,0
governmental,1
agencles,0
Hithln,0
the,1
European,1
Economlc,0
"Communlty,",0
as,1
well,1
as,1
m,1
the,1
Canadlan,0
agencles,0
responslble,0
for,1
"health,",1
safety,1
and,1
the,1
envlronment.,0
0,1
ms,0
prepared,1
and,1
dellvered,0
posltlon,0
papers,1
on,1
1nfomatlon,0
exchange,1
for,1
export,1
of,1
hazardous,1
substances,1
through,1
the,1
v.,1
s.,1
Buslness,0
and,1
Industry,1
Advlsory,0
Commlttee,1
and,1
the,1
v.,1
5.,1
State,1
Department,1
to,1
the,1
Drganlzatlon,0
for,1
Economlc,0
Cooperatlon,0
and,1
Development,1
Chemlcals,0
Group,1
and,1
1::,0
parent,1
Envlronment,0
Commlttee.,0
ms,0
has,1
supported,1
the,1
purposes,1
of,1
the,1
DECD,0
Chemlcals,0
Progranun,1
",",1
that,1
"15,",1
m,1
harmonlze,0
chemlcals,0
regulatlon,0
1n,0
member,1
countrles,0
1n,0
an,1
effort,1
to,1
avold,0
trade,1
barrlers,0
that,1
may,1
be,1
caused,1
by,1
1ncon515tent,0
laws,1
and,1
regulatlons.,0
We,1
have.,1
however.,1
opposed,1
efforts,1
by,1
some,1
offlclals,0
1n,0
the,1
0mm,0
Secretarlat,0
and,1
member,1
governments,1
to,1
turn,1
the,1
Programme,1
1nto,0
an,1
1nternatlonal,0
regulatory,1
system.,1
We,1
have,1
also,1
urged,1
1mplementatlon,0
of,1
the,1
past,1
Chemlcals,0
Programme,1
actlvlty,0
1nto,0
natlonal,0
regulatory,1
schemes,1
prior,1
to,1
1n1tlatlon,0
of,1
any,1
new,1
areas,1
of,1
1nvolvement,0
from,1
OECD.,1
Most,1
omu,0
countrles,0
are,1
just,1
beglnnlng,0
to,1
develop,1
thelr,0
toxlc,0
substances,1
control,1
"leglslatlon,",0
and,1
tune,1
15,1
needed,1
for,1
them,1
to,1
1mplement,0
thelr,0
own,1
systems,1
and,1
m,1
asslmllate,0
exlstlng,0
0mm,0
guldellnes,0
before,1
any,1
addltlonal,0
substantlve,0
0mm,0
actlvltles,0
are,1
undertaken.,1
ms,0
bellev,0
s,1
that,1
an,1
1nternatlonal,0
agreement,1
or,1
treaty,1
on,1
chemlcals,0
control,1
15,1
premature.,1
ms,0
15,1
1ncreaslngly,0
looked,1
to,1
by,1
the,1
1J.s.,0
Government,1
and,1
by,1
the,1
DECD,0
as.,1
the,1
key,1
Volce,0
representlng,0
v.5.,0
1ndustry.,1
on,1
a,1
contlnulng,0
"basls,",0
ms,0
closely,1
follows,1
the,1
agenda,1
of,1
oEcD's,0
Chemlcals,0
"Group,",1
Management,1
"Commlttee,",0
and,1
thelr,0
Varlous,0
Expert,1
"Groups,",1
consultlng,0
as,1
necessary,1
Hlth,0
the,1
offlclal,0
v.5.,0
Delegatlon,0
to,1
reglster,0
v.5.,0
1ndustry's,0
Vlews,0
on,1
key,1
technlcal,0
lssues,0
o,1
The,1
ma,1
has,1
partlclpated,0
1n,0
an,1
1ncreased,0
dlalogue,0
mm,0
Varlous,0
lem,1
nts,1
of,1
the,1
Unlted,0
Natlons.,0
"Speclflcally,",0
comments,1
were,1
submltted,0
on,1
UNEP'S,0
Provlslonal,0
Notlflcatlon,0
"Guldellnes,",0
on,1
the,1
Export,1
of,1
Hazardous,1
Substances.,1
The,1
State,1
Department,1
has,1
accepted,1
our,1
Vlews,0
that,1
115mm;,0
banned.,0
severely,1
"restrlcted,",0
wlthdrawn,0
or,1
unapproved,1
(1n,0
the,1
case,1
of,1
pharmaceutlcals7,0
chemlcals,0
15,1
an,1
1napproprlate,0
mechanlsm,0
and,1
that,1
the:,0
terms,1
are,1
faulty,1
wlthout,0
further,1
definition.,1
An,1
ad,1
hoc,1
task,1
group,1
